MOUSE_GENE_SYM	HUMAN_GENE_SYM
Nt5m	NT5M
Galnt2	GALNT2
Tagln	TAGLN
Arpc2	ARPC2
Pcx	PC
Cabp2	CABP2
Psmd1	PSMD1
S1pr1	S1PR1
Etv4	ETV4
Zfp276	ZNF276
B3galt2	B3GALT2
Sftpb	SFTPB
Vip	VIP
Abhd10	ABHD10
Gje1	GJE1
Ube2u	UBE2U
Map3k2	MAP3K2
Frmd8	FRMD8
Arhgef15	ARHGEF15
Ddx5	DDX5
Eef1g	EEF1G
Gm884	LRRC37B
Pigx	PIGX
Pde6d	PDE6D
Vamp2	VAMP2
Rusc1	RUSC1
Atad5	ATAD5
Mir16-2	MIR16-2
Trbv5	TRBV4-1
Dhcr24	DHCR24
Slc40a1	SLC40A1
Tagln3	TAGLN3
Gm23349	RNU6-1140P
Zfp329	ZNF329
Plekhb2	PLEKHB2
Nckap5	NCKAP5
Gmcl1	GMCL1
Snord49b	SNORD49B
Cfap65	CFAP65
Otop3	OTOP3
Tmem45b	TMEM45B
Plcxd2	PLCXD2
Itgb4	ITGB4
Cyb561d1	CYB561D1
Tmem182	TMEM182
Creb3l4	CREB3L4
Arl4d	ARL4D
Nt5c1a	NT5C1A
Lrrc4b	LRRC4B
Rai1	RAI1
Trarg1	TRARG1
H3c2	H3C13
Nit2	NIT2
Slc43a2	SLC43A2
Col5a2	COL5A2
Amotl2	AMOTL2
Mdh1b	MDH1B
Il23r	IL23R
Krt40	KRT40
Veph1	VEPH1
Hivep2	HIVEP2
Shisa7	SHISA7
Gpbp1l1	GPBP1L1
Mitd1	MITD1
Efcab5	EFCAB5
Prss23	PRSS23
Metap2	METAP2
Rasip1	RASIP1
Lrrc46	LRRC46
Ccdc28b	CCDC28B
Cul3	CUL3
Fetub	FETUB
Tmem63a	TMEM63A
Hdlbp	HDLBP
Relb	RELB
Fastkd1	FASTKD1
Casp2	CASP2
Iars2	IARS2
Cobll1	COBLL1
2700081O15Rik	C11orf95
Sstr2	SSTR2
Mob3c	MOB3C
Slc13a2	SLC13A2
Gdpd1	GDPD1
Gfpt1	GFPT1
Ola1	OLA1
Mthfsd	MTHFSD
Olfr1500	OR9Q1
Ccdc59	CCDC59
Arfgef3	ARFGEF3
Gnai3	GNAI3
Fam131a	FAM131A
Olfr448	OR2A5
Hax1	HAX1
Snord2	SNORD2
Mir28a	MIR28
Tmem109	TMEM109
Psd4	PSD4
Gria4	GRIA4
Trpm8	TRPM8
Dusp12	DUSP12
Afdn	AFDN
Ccl3	CCL18
Ankrd40	ANKRD40
Uck2	UCK2
Elovl1	ELOVL1
Fabp3	FABP3
Pgap3	PGAP3
Ksr1	KSR1
Gm25142	RNU6-268P
Ubxn1	UBXN1
Rbfox3	RBFOX3
Rabl3	RABL3
Trhde	TRHDE
Hvcn1	HVCN1
Mapkapk3	MAPKAPK3
Mras	MRAS
Tmem19	TMEM19
Sh2b3	SH2B3
Sucnr1	SUCNR1
Hesx1	HESX1
Piezo1	PIEZO1
Dennd6a	DENND6A
Zfp212	ZNF212
Tmem242	TMEM242
Olfr248	OR10X1
Gon4l	YY1AP1
Ecrg4	ECRG4
Shc1	SHC1
Rbm45	RBM45
Iqcb1	IQCB1
Chrne	CHRNE
Sox15	SOX15
Olfr981	OR10G6
Ppfia3	PPFIA3
Rap1gap2	RAP1GAP2
Rab24	RAB24
Acrv1	ACRV1
St3gal4	ST3GAL4
Opn3	OPN3
Yif1a	YIF1A
Tgfb2	TGFB2
Hikeshi	HIKESHI
Kbtbd8	KBTBD8
Lemd1	LEMD1
Zfp956	ZNF552
Tmem126a	TMEM126A
Paqr6	PAQR6
Bsdc1	BSDC1
Xpr1	XPR1
Cfap221	CFAP221
Sell	SELL
Vegfb	VEGFB
Zmat3	ZMAT3
Stag1	STAG1
Nxpe2	NXPE2
Bbs10	BBS10
Lgals3bp	LGALS3BP
Pifo	PIFO
Myh10	MYH10
Mif4gd	MIF4GD
Krt15	KRT15
Anapc5	ANAPC5
Fyttd1	FYTTD1
Orai1	ORAI1
Actr6	ACTR6
Vipr2	VIPR2
Rfx5	RFX5
Gp1ba	GP1BA
Ccdc42	CCDC42
Tmem183a	TMEM183A
Zfp444	ZNF444
Gm7075	RNF7
Polr1b	POLR1B
Flacc1	FLACC1
Acbd3	ACBD3
Frrs1	FRRS1
Mzf1	MZF1
Krt9	KRT9
Slc5a7	SLC5A7
Htr5a	HTR5A
Timm17a	TIMM17A
Kcnh1	KCNH1
Kcnk4	KCNK4
Msx2	MSX2
Cdh15	CDH15
Olfr1155	OR5D16
C4bp	C4BPA
Fuca2	FUCA2
Cpox	CPOX
Plcd3	PLCD3
Ap5b1	AP5B1
Mamstr	MAMSTR
Ccdc58	CCDC58
Tbc1d15	TBC1D15
BC055324	C1orf112
Syde2	SYDE2
Bche	BCHE
Rpusd4	RPUSD4
Plek	PLEK
Rpl38	RPL38
Kmt5c	KMT5C
Tsen54	TSEN54
Pigs	PIGS
Rbm4	RBM4
Ccdc17	CCDC17
Mphosph10	MPHOSPH10
Insig2	INSIG2
Zcchc17	ZCCHC17
Med13l	MED13L
Dlx4	DLX4
Rims3	RIMS3
Etv5	ETV5
Ssr3	SSR3
Myh14	MYH14
Kbtbd3	KBTBD3
Phtf1	PHTF1
Nr4a2	NR4A2
Ago4	AGO4
Spata17	SPATA17
Hoxb2	HOXB2
Ppil3	PPIL3
Adipoq	ADIPOQ
Ulk2	ULK2
Fabp1	FABP1
Acvr1	ACVR1
Hebp2	HEBP2
Gfy	GFY
Nlgn2	NLGN2
Trbv15	TRBV12-3
Kpna6	KPNA6
Tbc1d9b	TBC1D9B
Nfu1	NFU1
Aamp	AAMP
Tnfaip6	TNFAIP6
Pgm2l1	PGM2L1
Mfsd6l	MFSD6L
Polr2d	POLR2D
Clcn1	CLCN1
Egln1	EGLN1
Scly	SCLY
Fbll1	FBLL1
Magoh	MAGOH
Zfp664	ZNF664
Kcna7	KCNA7
Lrrc8d	LRRC8D
Tspan17	TSPAN17
Lrrc8b	LRRC8B
Il11	IL11
Lhx8	LHX8
Etv3	ETV3
Zfp654	ZNF654
Bud13	BUD13
Snora36b	SNORA36B
Egr4	EGR4
Dnah12	DNAH12
Snrnp40	SNRNP40
Mrps14	MRPS14
Igsf10	IGSF10
Fastkd2	FASTKD2
Col3a1	COL3A1
Abcf2	ABCF2-H2BE1
Frzb	FRZB
Rab43	RAB43
Ncam1	NCAM1
Wtap	WTAP
Rtn2	RTN2
Akap10	AKAP10
Fut1	FUT1
Poc1b	POC1B
Tarm1	TARM1
1700016K19Rik	C17orf97
Gm22965	RNU6-108P
0610030E20Rik	C2orf68
Naxe	NAXE
Tiparp	TIPARP
Fcrls	FCRL4
Igfbp4	IGFBP4
Snord11	SNORD11
Myo3b	MYO3B
Ms4a10	MS4A10
Smg5	SMG5
Pcmt1	PCMT1
Plxna2	PLXNA2
Gas2l3	GAS2L3
Slc25a39	SLC25A39
Efcc1	EFCC1
P2ry2	P2RY2
Tmem102	TMEM102
Ubr3	UBR3
Npr1	NPR1
Vgll3	VGLL3
Drd2	DRD2
Krcc1	KRCC1
Ercc3	ERCC3
Nmd3	NMD3
Fbxo5	FBXO5
Tas2r135	TAS2R60
Svop	SVOP
Vtn	VTN
Med9	MED9
Phf7	PHF7
Atp6v1b1	ATP6V1B1
Cdc42ep5	CDC42EP5
Stab1	STAB1
Ak5	AK5
Tbc1d23	TBC1D23
Glipr1l2	GLIPR1L2
Akirin1	AKIRIN1
Chrd	CHRD
Tmem262	TMEM262
Lrcol1	LRCOL1
Lig1	LIG1
Hoxb4	HOXB4
Inha	INHA
Tesmin	TESMIN
Atpaf2	ATPAF2
Pde4dip	PDE4DIP
Tmigd3	TMIGD3
Mrpl10	MRPL10
Esrrg	ESRRG
Zfp286	ZNF286A
Cab39	CAB39
Hlx	HLX
Mpz	MPZ
Olfr1358	OR10R2
Cd248	CD248
Yrdc	YRDC
Chst10	CHST10
Eri3	ERI3
Cnot11	CNOT11
Sphk1	SPHK1
Tut4	TUT4
Gjb5	GJB5
Cmklr1	CMKLR1
Bsx	BSX
Ackr4	ACKR4
Tmem220	TMEM220
Dcst1	DCST1
Retreg3	RETREG3
Kcnip1	KCNIP1
Olfr16	OR10J5
Tbkbp1	TBKBP1
S100a11	S100A11
Ascl1	ASCL1
Lta4h	LTA4H
Kif18b	KIF18B
Cdc20	CDC20
Slc44a3	SLC44A3
Evi5	EVI5
Dytn	DYTN
Tfb2m	TFB2M
Adipor1	ADIPOR1
Pdhb	PDHB
Vsig10	VSIG10
Eogt	EOGT
Trpv3	TRPV3
Tdrkh	TDRKH
1700028K03Rik	C1orf146
Lefty1	LEFTY1
Acad8	ACAD8
Mpp2	MPP2
Eefsec	EEFSEC
Slc22a1	SLC22A1
Ms4a8a	MS4A8
Shmt1	SHMT1
Mustn1	MUSTN1
Usf1	USF1
Rbm43	RBM43
Rpe65	RPE65
Map10	MAP10
Trp63	TP63
Snord7	SNORD7
Sh2d2a	SH2D2A
Rsad1	RSAD1
Abi2	ABI2
Stx11	STX11
Rffl	RFFL
Zscan20	ZSCAN20
Acads	ACADS
Stimate	STIMATE-MUSTN1
Olfr1493-ps1	OR10W1
Wipf1	WIPF1
Plekha4	PLEKHA4
Rps27	RPS27
Mark2	MARK2
F12	F12
Ercc2	ERCC2
Il1f9	IL36G
4933424G06Rik	C2orf92
Gm1113	VSIG10L2
Kcnmb1	KCNMB1
Mmp17	MMP17
Kmt2c	KMT2C
Foxj3	FOXJ3
Dbi	DBI
Thrap3	THRAP3
Irs1	IRS1
Kiss1	KISS1
Fzd4	FZD4
Ube2m	UBE2M
Ppp1r1c	PPP1R1C
Fcer1g	FCER1G
Rnf130	RNF130
Itpkb	ITPKB
Kcnh4	KCNH4
Tor3a	TOR3A
Kif1a	KIF1A
Gpr31b	GPR31
Elmod3	ELMOD3
Nuf2	NUF2
Kmo	KMO
Csf3r	CSF3R
Krba1	KRBA1
Zfp69	ZFP69
Tmem139	TMEM139
Syt14	SYT14
Eif4e1b	EIF4E1B
Arid1b	ARID1B
Gh	CSH2
Cep164	CEP164
Epn2	EPN2
Snrpd2	SNRPD2
Dnah1	DNAH1
Itm2c	ITM2C
Mir99b	MIR99B
Tank	TANK
Prmt6	PRMT6
Erich6	ERICH6
Hsp90b1	HSP90B1
Snord42b	SNORD42B
Poglut3	POGLUT3
Zc3h15	ZC3H15
Pik3r5	PIK3R5
Jph3	JPH3
Prickle2	PRICKLE2
Spaca6	SPACA6
Dcaf17	DCAF17
Serpini2	SERPINI2
Nms	NMS
Selp	SELP
Igkv15-103	IGKV1-5
Gm26479	RNU6-947P
Ttll4	TTLL4
Shbg	SHBG
Farsb	FARSB
Gm7879	PPIH
Slc26a9	SLC26A9
1700003E16Rik	C2orf81
Zfp385c	ZNF385C
Zeb2	ZEB2
Sbk3	SBK3
Rnasel	RNASEL
Bahcc1	BAHCC1
Kctd6	KCTD6
Syngr2	SYNGR2
Oaf	OAF
Slc38a10	SLC38A10
Prkar1a	PRKAR1A
Foxi1	FOXI1
Dlat	DLAT
Il20	IL20
Ankrd39	ANKRD39
Ephb6	EPHB6
Heg1	HEG1
Per2	PER2
Sdf2	SDF2
Ybx2	YBX2
Ttc19	TTC19
Numa1	NUMA1
Polq	POLQ
Map6d1	MAP6D1
Pimreg	PIMREG
C2cd3	C2CD3
Nrp2	NRP2
Sft2d2	SFT2D2
Lrch3	LRCH3
Kmt5a	KMT5A
Pcnp	PCNP
Srcin1	SRCIN1
Pth2r	PTH2R
Srp68	SRP68
Chrdl2	CHRDL2
Siae	SIAE
Cyb561d2	CYB561D2
Ctdsp1	CTDSP1
Ccl2	CCL2
Mpp4	MPP4
Pef1	PEF1
Crebzf	CREBZF
Cct7	CCT7
Cep83	CEP83
Mcm6	MCM6
H2ax	H2AX
Krt27	KRT27
Npas1	NPAS1
Gng12	GNG12
Vamp5	VAMP5
Olfr466	OR9H1P
Tcp11l2	TCP11L2
Usp28	USP28
Hspb2	HSPB2
Brms1	BRMS1
Slc22a12	SLC22A12
Fbxo39	FBXO39
Lrrc41	LRRC41
E2f7	E2F7
Zzef1	ZZEF1
Lgalsl	LGALSL
Rpl29	RPL29
Afmid	AFMID
Nprl2	NPRL2
Mir708	MIR708
Alx3	ALX3
Tbc1d10c	TBC1D10C
Pla2g1b	PLA2G1B
Pate3	PATE3
Cd28	CD28
Nbeal1	NBEAL1
Gorasp2	GORASP2
Cep350	CEP350
Cavin2	CAVIN2
Trpv5	TRPV5
Cox5b	COX5B
Sidt1	SIDT1
Rfng	RFNG
Mgat4b	MGAT4B
Lrrc52	LRRC52
Ak4	AK4
Pdlim7	PDLIM7
Zfp398	ZNF398
Prkd2	PRKD2
Atp5h	ATP5PD
Pgap1	PGAP1
Gnb4	GNB4
Cdc14a	CDC14A
Eif4e2	EIF4E2
Ddx55	DDX55
Krtap1-5	KRTAP1-5
Mgat5b	MGAT5B
Atp2b4	ATP2B4
Olfr1451	OR5B2
Kalrn	KALRN
Mfsd6	MFSD6
1700125H20Rik	C17orf64
Mpzl1	MPZL1
Tbce	TBCE
Sema4a	SEMA4A
Olfr1028	OR5M11
Kctd18	KCTD18
Atxn7l3b	ATXN7L3B
Xrcc1	XRCC1
Btbd19	BTBD19
Cd207	CD207
Snrnp35	SNRNP35
Pawr	PAWR
Cst6	CST6
Angel2	ANGEL2
Tom1l1	TOM1L1
Ect2	ECT2
Fbxo21	FBXO21
Zfp61	ZNF226
Apod	APOD
Mme	MME
Abl2	ABL2
Bcas3	BCAS3
Bcl10	BCL10
Cyth1	CYTH1
Igf1	IGF1
Txnrd3	TXNRD3
Csrnp3	CSRNP3
S100a16	S100A16
Tafa1	TAFA1
Rgs16	RGS16
Slc8b1	SLC8B1
Galk1	GALK1
Lypd1	LYPD1
Iqcc	IQCC
Hexim1	HEXIM1
Tph2	TPH2
Smg7	SMG7
Aak1	AAK1
Crnn	CRNN
Nhlh2	NHLH2
Hoxd13	HOXD13
Il18bp	IL18BP
Ackr3	ACKR3
Spaca3	SPACA3
Tmem150a	TMEM150A
Bub1	BUB1
Med31	MED31
Rad54l	RAD54L
Tgfa	TGFA
Itga10	ITGA10
Ren1	REN
Rbm44	RBM44
Klk15	KLK15
Arhgef3	ARHGEF3
Hhat	HHAT
Lin9	LIN9
Atp6v1a	ATP6V1A
Lrrc31	LRRC31
Ifi44	IFI44
Napsa	NAPSA
Odf2l	ODF2L
Snx4	SNX4
Tfap2e	TFAP2E
Six5	SIX5
Sash1	SASH1
Cd300a	CD300A
Dhrs9	DHRS9
Farp2	FARP2
A4gnt	A4GNT
Aspscr1	ASPSCR1
C1qtnf1	C1QTNF1
Krt32	KRT32
Myoc	MYOC
Suds3	SUDS3
Alkbh8	ALKBH8
Vsig2	VSIG2
Mmp20	MMP20
Galns	GALNS
Fastk	FASTK
Nifk	NIFK
Tulp4	TULP4
Tmem61	TMEM61
Taf15	TAF15
Fosb	FOSB
Scp2	SCP2
Anxa9	ANXA9
Tesc	TESC
Lyst	LYST
Vps54	VPS54
Meltf	MELTF
Abracl	ABRACL
Slc43a3	SLC43A3
Otop2	OTOP2
Gm23390	RNU6-904P
Cdc6	CDC6
Nemp2	NEMP2
Sp6	SP6
Mrpl48	MRPL48
Smim17	SMIM17
Mboat7	MBOAT7
Tmem223	TMEM223
Ttn	TTN
Rpl13a	RPL13A
Fzd5	FZD5
Gm25404	RNU6-44P
Olfr166	OR2L13
Lingo4	LINGO4
Adamts2	ADAMTS2
Ptpn7	PTPN7
Pctp	PCTP
Cd300e	CD300E
Sp100	SP140
Rpl6	RPL6
Ppcs	PPCS
Fez1	FEZ1
Cul5	CUL5
Exo1	EXO1
Mir144	MIR144
Ubash3b	UBASH3B
Nek8	NEK8
Col9a2	COL9A2
Yars	YARS1
Git1	GIT1
Myh3	MYH3
Tbx4	TBX4
Pank3	PANK3
Cdk12	CDK12
Ghsr	GHSR
Ift20	IFT20
Uhmk1	UHMK1
Igkv2-109	IGKV2-28
Osgepl1	OSGEPL1
Tmem92	TMEM92
Cd86	CD86
Barhl2	BARHL2
Pah	PAH
Gpr27	GPR27
Ptprb	PTPRB
Mlx	MLX
Rgs8	RGS8
Shprh	SHPRH
Ptpn4	PTPN4
Ctsf	CTSF
Stk25	STK25
Dlx1	DLX1
Adra2b	ADRA2B
Smyd1	SMYD1
Ccdc106	CCDC106
Zyx	ZYX
Itgav	ITGAV
Bcam	BCAM
Uvrag	UVRAG
Ahctf1	AHCTF1
Polr2h	POLR2H
Flii	FLII
Ano7	ANO7
Msl1	MSL1
Ctu2	CTU2
Izumo1	IZUMO1
Cby3	CBY3
Depdc1a	DEPDC1
Olfr971	OR8G3P
Nabp1	NABP1
Mas1	MAS1
Slc16a5	SLC16A5
Fam83e	FAM83E
Rangrf	RANGRF
Cabp1	CABP1
Stard3	STARD3
Fezf2	FEZF2
Cd101	CD101
Colca2	COLCA2
Abcb9	ABCB9
Selenow	SELENOW
Adgrd1	ADGRD1
Ppm1d	PPM1D
Actrt3	ACTRT3
Zbtb38	ZBTB38
Klhl24	KLHL24
Henmt1	HENMT1
Ppp3r1	PPP3R1
Mir142	MIR142
Smarce1	SMARCE1
Smarcd3	SMARCD3
Lmod3	LMOD3
Strip1	STRIP1
Il17rb	IL17RB
Gltp	GLTP
Ypel4	YPEL4
9130409I23Rik	DEGS1
Asprv1	ASPRV1
Rc3h1	RC3H1
Srsf2	SRSF2
Adamtsl4	ADAMTSL4
Mxd1	MXD1
Camk1g	CAMK1G
Mtmr4	MTMR4
Srsf9	SRSF9
Ntrk1	NTRK1
Arhgef4	SMIM39
Grwd1	GRWD1
Mir331	MIR331
Ceacam20	CEACAM20
Bcl6b	BCL6B
Mlf1	MLF1
Tas2r138	TAS2R38
Dnajb8	DNAJB8
Tbx21	TBX21
Tnn	TNN
Gm27021	C16orf74
Ica1l	ICA1L
Mgst3	MGST3
Lrig1	LRIG1
Rpl22l1	RPL22L1
Sgca	SGCA
Zfp385b	ZNF385B
Mark4	MARK4
Sec16b	SEC16B
Rnd3	RND3
Tex38	TEX38
Pxn	PXN
Tbc1d8	TBC1D8
Clca2	CLCA2
Ap1s3	AP1S3
Bmpr2	BMPR2
Mphosph9	MPHOSPH9
Dpm3	DPM3
Taf1a	TAF1A
Coro6	CORO6
Jam3	JAM3
Msi1	MSI1
Igf2r	IGF2R
Ntn1	NTN1
Polg2	POLG2
Plcb3	PLCB3
Foxn4	FOXN4
Lct	LCT
Nt5dc3	NT5DC3
Nos2	NOS2
Gna13	GNA13
Trappc4	TRAPPC4
Insig1	INSIG1
Heyl	HEYL
Fam151a	FAM151A
Acox2	ACOX2
Htr2b	HTR2B
Igfbp2	IGFBP2
Plxdc1	PLXDC1
Fer1l5	FER1L5
CK137956	C1orf94
ETV3L	ETV3L
Mir125a	MIR125A
Nup210l	NUP210L
Galnt3	GALNT3
Dcbld2	DCBLD2
Igfn1	IGFN1
Twist2	TWIST2
Cdk2ap2	CDK2AP2
Rho	RHO
Gcsam	GCSAM
Ncr1	NCR1
Map3k19	MAP3K19
Fscn2	FSCN2
Hoxd3	HOXD3
Gm11437	C17orf78
Kcnj16	KCNJ16
Mroh9	MROH9
Eps8l3	EPS8L3
Wnt5a	WNT5A
Klk8	KLK8
Efcab9	EFCAB9
Syt3	SYT3
Txndc17	TXNDC17
Coil	COIL
Atg9b	ATG9B
Hook1	HOOK1
Gm5617	C11orf71
Krt35	KRT35
Rab21	RAB21
Sis	SI
Pou2f3	POU2F3
Tiprl	TIPRL
Slamf7	SLAMF7
Shisa4	SHISA4
Dagla	DAGLA
Itln1	ITLN1
Map6	MAP6
Mir205	MIR205
Echdc2	ECHDC2
Aamdc	AAMDC
Oscar	OSCAR
Hmmr	HMMR
Slc27a5	SLC27A5
Wdr63	DNAI3
Nav1	NAV1
Ube3b	UBE3B
Sp3	SP3
P2rx4	P2RX4
Hyal2	HYAL2
Prmt1	PRMT1
Taco1	TACO1
Nrd1	NRDC
Lmln	LMLN
Mir192	MIR192
Olfr1052	OR5J2
Mknk1	MKNK1
Dgkd	DGKD
Trmt10c	TRMT10C
Map7	MAP7
C87436	C2orf42
Gpr137b	GPR137B
Wrap53	WRAP53
Crygs	CRYGS
Gtf2h5	GTF2H5
Cntn2	CNTN2
Rpap2	RPAP2
Naaladl2	NAALADL2
Zfp661	ZNF2
Acadm	ACADM
Trim62	TRIM62
Tas2r126	TAS2R41
Rad9b	RAD9B
Etaa1	ETAA1
Mettl21a	METTL21A
Pear1	PEAR1
Ggcx	GGCX
Crp	CRP
Gm12166	SFT2D1
Fasn	FASN
Cnga3	CNGA3
Zc3h6	ZC3H6
Smarcal1	SMARCAL1
Ctla4	CTLA4
Slc44a5	SLC44A5
Cbfa2t3	CBFA2T3
Arhgap30	ARHGAP30
Lhx4	LHX4
Aspm	ASPM
Zfp750	ZNF750
Sp9	SP9
D2hgdh	D2HGDH
Gpd2	GPD2
Neurl3	NEURL3
Efhd1	EFHD1
Tmem185b	TMEM185B
Fbxo28	FBXO28
Irgq	IRGQ
Med8	MED8
Cdk5r1	CDK5R1
Arhgap27	ARHGAP27
Nr1h4	NR1H4
Rnf225	RNF225
Nat14	NAT14
Lmod1	LMOD1
Gnat1	GNAT1
Tnfaip3	TNFAIP3
Lrrtm1	LRRTM1
Gltpd2	GLTPD2
Gm25130	RNU1-141P
Tsen15	TSEN15
Myo15	MYO15A
Prdm9	PRDM7
Kitl	KITLG
Arhgef17	ARHGEF17
S100a10	S100A10
Plaat1	PLAAT1
Slc30a7	SLC30A7
Sprtn	SPRTN
Syt1	SYT1
Zfp648	ZNF648
Myocd	MYOCD
Skap1	SKAP1
Sfxn1	SFXN1
Crx	CRX
Rilpl2	RILPL2
Gm22764	RNU6-933P
Rgs14	RGS14
Ntn4	NTN4
Capn8	CAPN8
Map7d1	MAP7D1
Rassf9	RASSF9
Cadm1	CADM1
Phldb3	PHLDB3
Spata32	SPATA32
Itgb3	ITGB3
Actg2	ACTG2
Gja5	GJA5
Phb	PHB
Fam168b	FAM168B
Acad11	ACAD11
Obscn	OBSCN
Pth2	PTH2
Popdc2	POPDC2
Slc39a10	SLC39A10
Gga3	GGA3
Pard3b	PARD3B
Pkn2	PKN2
Rnf103	RNF103
Ccnd1	CCND1
Tmtc3	TMTC3
Rpl19	RPL19
Glp2r	GLP2R
Srp9	SRP9
Nsrp1	NSRP1
Slc2a2	SLC2A2
Me3	ME3
Fadd	FADD
Spa17	SPA17
Ccnl1	CCNL1
Lipt1	LIPT1
Suz12	SUZ12
Mrm3	MRM3
Acbd4	ACBD4
Kcnc2	KCNC2
Mrpl55	MRPL55
Zfp473	ZNF473
Fggy	FGGY
Cr1l	CR1
Klk6	KLK6
Robo2	ROBO2
Nmt1	NMT1
Lurap1	LURAP1
Ube2o	UBE2O
Gm24552	RNU6-293P
Gm23308	RNU6-100P
Adam11	ADAM11
Czib	CZIB
Myadml2	MYADML2
S100a2	S100A2
Zswim5	ZSWIM5
Itgb6	ITGB6
Dusp10	DUSP10
Gm26255	RNU6-1031P
Pik3c2b	PIK3C2B
Reg4	REG4
Gtdc1	GTDC1
Tafa4	TAFA4
Cbx2	CBX2
Cldn18	CLDN18
Notum	NOTUM
Hoxd9	HOXD9
Lsamp	LSAMP
Rps3	RPS3
Mylk	MYLK
Cep131	CEP131
Atr	ATR
Btbd11	BTBD11
Fnbp1l	FNBP1L
Pdcd1	PDCD1
Ptpn11	PTPN11
Slc43a1	SLC43A1
L1td1	L1TD1
Rpf1	RPF1
Gpr171	GPR171
Nfia	NFIA
Olfr145	OR8B8
Etnk2	ETNK2
Meis3	MEIS3
Sde2	SDE2
Tm4sf19	TM4SF19-TCTEX1D2
Ceacam18	CEACAM18
Vrk3	VRK3
Chek1	CHEK1
Olfr1031	OR5M8
Klhdc4	KLHDC4
Rab3ip	RAB3IP
Klk4	KLK4
Nsl1	NSL1
Hspb11	HSPB11
Stx8	STX8
Ctnna2	CTNNA2
Galnt9	GALNT9
Tbcel	TBCEL
Skil	SKIL
Kcnab3	KCNAB3
Phox2a	PHOX2A
Nlk	NLK
Myl2	MYL2
Fpgt	FPGT
Aqp11	AQP11
Kcnmb2	KCNMB2
Mta2	MTA2
Rpl13	RPL13
Ankrd13d	ANKRD13D
Zfp583	ZNF583
Ino80d	INO80D
Klhl12	KLHL12
Tm7sf2	TM7SF2
Xirp2	XIRP2
Wdr3	WDR3
Ddx20	DDX20
Prkcd	PRKCD
Marcksl1	MARCKSL1
Gm11100	C3orf49
Cdca7	CDCA7
Cfap100	CFAP100
Ifngr1	IFNGR1
Hcar1	HCAR1
Sema6c	SEMA6C
Myo7a	MYO7A
Zfp830	ZNF830
Fiz1	FIZ1
Slit3	SLIT3
Klk9	KLK9
Abca12	ABCA12
Gal	GAL
Cltc	CLTC
Oas3	OAS3
C1ql2	C1QL2
U2af2	U2AF2
Rabggtb	RABGGTB
Slfn5	SLFN5
Gm45928	POLD4
Cdk3	CDK3
Pdzrn3	PDZRN3
Dgke	DGKE
Sst	SST
Tsacc	TSACC
Pask	PASK
Olfr1189	OR4C6
Gjc2	GJC2
Dlg1	DLG1
Crygb	CRYGB
Vwa5b2	VWA5B2
Slc6a9	SLC6A9
F11r	F11R
Ywhae	YWHAE
Tmem86b	TMEM86B
Wdr60	DYNC2I1
Bsnd	BSND
Sctr	SCTR
Nlrp3	NLRP3
Scn7a	SCN7A
Unc80	UNC80
Gm23378	RNU6-723P
Phlda3	PHLDA3
Arhgap42	ARHGAP42
Tmem135	TMEM135
Cacna1g	CACNA1G
Tmem150b	TMEM150B
Psmd9	PSMD9
Nup88	NUP88
Cdc42bpg	CDC42BPG
Stat1	STAT1
Nat9	NAT9
Ttc36	TTC36
Trappc6a	TRAPPC6A
Csrp1	CSRP1
Prok2	PROK2
Rwdd3	RWDD3
Mir488	MIR488
Pros1	PROS1
Zbtb20	ZBTB20
Plekhm1	PLEKHM1
Pik3r6	PIK3R6
Tmem132e	TMEM132E
Lypd6b	LYPD6B
Ecel1	ECEL1
Klhl35	KLHL35
Rgsl1	RGSL1
Mir29b-2	MIR29B2
Zscan18	ZSCAN18
Eif4a1	EIF4A1
Lrrc75a	LRRC75A
Mir125b-1	MIR125B1
Zbtb11	ZBTB11
Krt24	KRT24
Ackr1	ACKR1
Lpp	LPP
Gimap7	GIMAP7
Copb2	COPB2
Pld5	PLD5
Slamf6	SLAMF6
Zbtb37	ZBTB37
Mybbp1a	MYBBP1A
Olfr56	OR2V1
Stx19	STX19
Pno1	PNO1
Acot11	ACOT11
Tmprss13	TMPRSS13
Pknox2	PKNOX2
Zmynd10	ZMYND10
Htra2	HTRA2
Them4	THEM4
Hyal3	HYAL3
Rab11fip5	RAB11FIP5
Specc1	SPECC1
Krt26	KRT26
Rps9	RPS9
Sf3b5	SF3B5
Zfp644	ZNF644
Pigw	PIGW
Pus3	PUS3
Bmp10	BMP10
Shank1	SHANK1
Lsmem2	LSMEM2
Cavin1	CAVIN1
Thra	THRA
Cited2	CITED2
Pogk	POGK
Nepro	NEPRO
Cxcl16	CXCL16
Hcrt	HCRT
Srr	SRR
Mir199a-2	MIR199A2
Eva1b	EVA1B
Prune1	PRUNE1
Rgs18	RGS18
Hrob	HROB
Igsf9	IGSF9
Gpr88	GPR88
Plekhg1	PLEKHG1
Nt5dc2	NT5DC2
Ccl4	CCL4
Rprd2	RPRD2
Gsdma	GSDMA
Qk	QKI
Ndufc2	NDUFC2-KCTD14
Dars2	DARS2
Sync	SYNC
Pcyt2	PCYT2
Tmem59	TMEM59
Mpo	MPO
Plbd2	PLBD2
Dab1	DAB1
Cacna1e	CACNA1E
Smyd3	SMYD3
Fmo5	FMO5
Kir3dl2	KIR3DL3
Olfr231	OR6K6
